position,skills,experience,company_name,job_locations,education,job_type,workplace,vacancies,salary,posted_date,deadline,source,job_url
Senior Officer/Assistant Manager - IT,CyberSecurity; Endpoint Security; Firewall Administration; IT Infrastructure; Linux server; Microsoft 365; MS SQL Server.; Network Administration; Windows Server; Database Administration; IT Troubleshooting,"6 to 7 years The applicants should have experience in the following business area(s): Software Company, Logistic/Courier/Air Express Companies, Garments, Textile, Agro based firms (incl. Agro Processing/Seed/GM), Garments Accessories, Washing Factory",A Leading and Reputed Business Group,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering B.Sc. in Computer Science & Engineering (CSE) or equivalent.,FullTime,Office,1,Negotiable,2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1527153
"Full Stack Developer (React.js, React Native, Node JS, PHP, Laravel, CodeIgniter)",JavaScript; ReactJS; Node.js; RESTful API; JSON Web Token; HTML5 & CSS3; Bootstrap,"1 to 3 years The applicants should have experience in the following business area(s): College, Software Company, IT Enabled Service, BPO/ Data Entry Firm, Developer, Call Center, E-commerce, Artificial Intelligence (AI) Startup, Business-to-Business (B2B) Software and Services Startup, E-commerce Startup",Versatilo Group,Dhaka (GULSHAN 2),Bachelor/certification in relevant field,FullTime,,2,Negotiable,2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1527118
Computer Operator / Computer Analyst,Computer Science; Engineering; Troubleshooting; Creative thinker and problem solver; Data Entry; Data analysis; Data Management; Data Collection,NA,Tasklancer,Dhaka,,FullTime,"Office,Home",10,Negotiable,2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1527114
Junior Software Engineer,Software Development; Web; Website Development; Collaboration; API Testing; Quality Control Audit; Inspect; HTTP protocols,"1 to 2 years The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, BPO/ Data Entry Firm, IT Enabled Service, Software Company Freshers are also encouraged to apply.",Tasklancer,Dhaka,,FullTime,Office,3,Negotiable,2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1527109
Odoo ERP & IT Support Intern,Corporate IT Support; Database Management; ERP Implementation; IT Troubleshooting; odoo; Software Development; Odoo and Python,NA,Cityscape International Ltd,Dhaka (GULSHAN 1),"Bachelor of Science (BSc) in Computer Science & Engineering (CSE), Information Technology, Software Engineering",Intern,Office,1,Tk. 10000 - 10000 (Monthly),2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1526967
"Junior Software Engineer (.NET Core Developer, C# )",ASP.NET Core MVC; ASP.NET MVC; ASP.NET Web API; Full Stack Development; REST API; SaaS project; WinForm; MS SQL Server.; Database design,At least 1 year The applicants should have experience in the following business area(s): Software Company,BSSIT,Dhaka (Wari),Bachelor of Science (BSc) in CSE,FullTime,Office,3,Negotiable,2026-08-29,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1524683
"Executive - AI, Digital Growth & Data Analytics",Digital Marketing (Social Media Marketing); Search Engine Optimization (SEO); Google analytics; Social Media Marketing,"1 to 3 years The applicants should have experience in the following business area(s): Advertising Agency, Software Company, IT Enabled Service, E-commerce, Web Media/Blog, Advertising Technology (AdTech) Startup, Direct Selling/Marketing Service Company, Consulting Firms Freshers are also encouraged to apply.",Green Bangla Foundation (GBF),Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering (CSE) Master of Science (MSc) in Computer Science & Engineering (CSE),FullTime,,5,Tk. 25000 - 35000 (Monthly),2026-08-29,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1526256
Backend Engineer (Node.js / NestJS),Cyber Security; IT Security; Docker based deployment; Git and Github; Linux; Next.js; Nginx; Node and TypeScript; PostgreSQL; REST API Development; Swagger,At most 2 years The applicants should have experience in the following business area(s): Software Company Freshers are also encouraged to apply.,Nexadev,"Dhaka (Mirpur, Pallabi)",Diploma in Engineering Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Tk. 20000 - 25000 (Monthly),2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1526841
Mobile App Developer (React Native + Flutter),Dart; Flutter; Git and Github; iOS Application Development; JavaScript; React Native; REST API Development; TypeScript; Mobile App Development,"At most 2 years The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, Business-to-Business (B2B) Software and Services Startup, IT Enabled Service, Software Company Freshers are also encouraged to apply.",Nexadev,Dhaka (Pallabi),Diploma in Engineering in Computer Engineering Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Tk. 20000 - 25000 (Monthly),2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1526815
Web & App Developer (Vibe Coder / AI-Assisted),Artificial intelligence (AI); Mobile App Development; Software Development; Web Application Development; Custom Web Development; Troubleshooting and Debugging,"At least 1 year The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, Developer Freshers are also encouraged to apply.",Holidayzer BD Ltd,Narail (Narail Sadar),"Bachelor of Science (BSc) A CS degree isn't required—if you can show us strong work through past projects, GitHub, a portfolio, or hands-on experience, we want to hear from you.",FullTime,Office,2,--,2026-08-29,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1526881
Senior Graphics Motion Designer,Adobe After Effects; Graphic Design; motion graphics; Adobe Illustrator and Adobe Photoshop,"At least 1 year The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, BPO/ Data Entry Firm, Business-to-Business (B2B) Software and Services Startup, Call Center, IT Enabled Service, Software Company",Avian BPO & IT,Dhaka,Bachelor of Arts (BA) in Fine Arts,FullTime,Office,1,Tk. 35000 - 35001 (Monthly),2026-08-29,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1526915
Application Support Engineer,Database management; Java; Laravel Framework; MySQL database; Software Development; Software Testing; Testing and debugging; Web Application Development,"At least 4 years The applicants should have experience in the following business area(s): IT Enabled Service, Software Company",Nano Information Technology,"Dhaka, Mymensingh","Bachelor of Science (BSc) in Computer Science & Engineering, Computer Science",FullTime,Office,4,Tk. 20000 - 30000 (Monthly),2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1526952
Software Engineer,AngularJS; ASP.NET MVC; ASP.NET Web API; MS SQL Server.; Next.js; ReactJS; Mobile App Development; ERP Software,"5 to 10 years The applicants should have experience in the following business area(s): Garments, IT Enabled Service, Software Company",Croydon Kowloon Design Ltd,Dhaka (Mirpur),"Bachelor of Science (BSc) in Computer Science & Engineering, Computer Science",FullTime,Office,3,Negotiable,2026-08-29,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1526954
Executive (MIS & IT),Communication and interpersonal skill; Computer Literacy; Fluent in English; FMCG Sales; Management Information System; Data analysis; Microsoft Excel; Data Validation,NA,Rapid Agro Industries,Dhaka (Wari),Master of Information & Communication Technology (MICT) in Computer Applications Bachelor of Science (BSc) in Computer Applications We also prefer: MSc in computer science (ICT). BSc in computer Scien,FullTime,Office,1,Negotiable,2026-08-28,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1526890
CCTV In-charge/ Video Surveillance Operator,Security Management of IT System,1 to 4 years,United Healthcare Services Limited,Anywhere in Bangladesh,"HSC Bachelor of Science (BSc) Minimum HSC , preferably a Diploma/Bachelor’s degree in Security Management, IT, Computer Science, or a related field. Relevant professional training in CCTV operation, s",FullTime,,1,--,2026-08-27,2026-09-26,bdjobs.com,https://bdjobs.com/h/details/1526780
Junior Frontend Developer,Computer Science; Engineering; Information technology; JavaScript; Tailwind CSS; HTML5 & CSS3,At most 1 year The applicants should have experience in the following business area(s): Software Company,Mugnee Multiple Limited,Dhaka (Old Dhaka),Bachelor in Engineering (BEngg),FullTime,Office,12,Tk. 14000 - 15000 (Monthly),2026-08-27,2026-09-26,bdjobs.com,https://bdjobs.com/h/details/1526762
"Officer Grade - 1, IT",Communication; Hardware & Networking; Multitasking; Troubleshooting; Hardware Troubleshooting; IT Procurement; Client Support; CCTV Maintaining; Networking,"2 to 5 years The applicants should have experience in the following business area(s): Banks, Investment/Merchant Banking, Share Brokerage/ Securities House",BD Finance Securities Ltd.,Dhaka (Motijheel),Bachelor of Science (BSc) in CSE/ IT/ EEE Master of Science (MSc) in CSE/ IT/ EEE,FullTime,Office,1,Negotiable,2026-08-27,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525636
Senior Executive - Oracle Developer,Oracle APEX; Oracle Database; ORACLE EBS; Oracle Forms; SQL; Technical Support; Business Analysis; SQL Database; Programming; System Integration,"At least 3 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service, Software Company",Akij Venture Group,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering Master of Science (MSc) in Computer Science & Engineering M.Sc./B.Sc. in Computer Science and Engineering or an equivalent discipline.,FullTime,Office,1,Negotiable,2026-08-27,2026-09-26,bdjobs.com,https://bdjobs.com/h/details/1526647
IT Support Executive,IT Support Service; LAN; WAN; CCNA (Cisco Certified Network Associate); Mikrotik,"At most 4 years The applicants should have experience in the following business area(s): BPO/ Data Entry Firm, Call Center, IT Enabled Service, Software Company, Training Institutes Freshers are also encouraged to apply.",Impel Service & Solutions Limited,Dhaka (Uttara),,FullTime,Office,3,Negotiable,2026-08-27,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1526229
Sr. Executive - IT,contact center management; SOP Compliance,"1 to 2 years The applicants should have experience in the following business area(s): Software Company, IT Enabled Service, BPO/ Data Entry Firm, Call Center Freshers are also encouraged to apply.",Genex Infosys PLC.,Anywhere in Bangladesh,Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,,1,Negotiable,2026-08-26,2026-09-25,bdjobs.com,https://bdjobs.com/h/details/1526414
Graphics Designer & Video Editor,Graphic Design; Adobe Photoshop; Video Editing; motion graphics; Content Creation,NA,AT Computer Solution Limited,"Dhaka (Mirpur, Shewrapara)",,FullTime,Office,2,Tk. 15000 - 20000 (Monthly),2026-08-26,2026-09-25,bdjobs.com,https://bdjobs.com/h/details/1526411
Software Sales Engineer - Acronis & Enterprise Solutions,Business Communication; Business Development; Business; Product Development; Corporate Communication; industrial solution; Sales & Marketing,"1 to 2 years The applicants should have experience in the following business area(s): Business-to-Business (B2B) Software and Services Startup, Computer Hardware/Network Companies, Consulting Firms, E-commerce, Group of Companies, IT Enabled Service, Jute Goods/ Jute Yarn, Software Company, Trading or Export/Import Freshers are also encouraged to apply.",NGen IT,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Electrical & Electronic Engineering Bachelor of Business Administration (BBA) in Business Administration",FullTime,"Home,Office",1,--,2026-08-26,2026-09-25,bdjobs.com,https://bdjobs.com/h/details/1524279
Network & AI Surveillance Engineer,Artificial Intelligence Usage; CCTV system; knowledge on security surveillances.; Network Engineering; Network Security; Surveillance System; Switching & Routing; System Integration; VMS; CC TV surveillance; CCTV Maintaining; IT Services; Networking,"2 to 5 years The applicants should have experience in the following business area(s): Artificial Intelligence (AI) Startup, Business-to-Business (B2B) Software and Services Startup, Cellular Phone Operator, Computer Hardware/Network Companies, IT Enabled Service, Software Company, Telecommunication",FinCore Technologies,Dhaka (Baridhara J Block),"Bachelor in Engineering (BEngg) in Computer Science & Engineering (CSE), Electrical & Electronic Engineering (EEE), Electronics & Telecommunication Engineering (ETE)",FullTime,Office,1,Tk. 25000 - 40000 (Monthly),2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1526225
Manager - Software Development & Technology,.NET; Cloud Platform; ERP Systems; HRIS; HR Database Management; PHP; SDLC; Software Development; MySQL database; PostgreSQL; SQL Server Query,"5 to 8 years The applicants should have experience in the following business area(s): Garments, Textile",Alam Textile & Garments,Dhaka (Elephant Road),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor's degree in Computer Science, Software Engineering, Information Technology, or a related discipline. A Master's degree will be cons",FullTime,Office,1,Negotiable,2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1526082
Networking and Firewall - Assistant Manager,Troubleshooting; LAN; WAN; Antivirus and Firewalls; Fiber optic network management,"4 to 5 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service, Software Company, Technical Infrastructure",SIMEC System Ltd.,Dhaka (Uttara),"Bachelor of Science (BSc) in Electrical and Electronics, Computer Science and Engineering",Contract,Office,2,Negotiable,2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1526057
"Manager / Senior Manager, Customer Support",Customer Service Quality Control; Customer Support; Process Improvement; Quality Assurance; Technical Support IT; Customer Service,"At least 10 years The applicants should have experience in the following business area(s): ISP, IT Enabled Service",BRACNet Limited,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Electronics and Telecommunication Engineering Master of Business Administration (MBA)",FullTime,Office,1,Negotiable,2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1525967
IT Officer,Telecom Maintaining; Telecommunication Products & Services; Web Design; IT Services; Troubleshooting,"4 to 8 years The applicants should have experience in the following business area(s): Automobile, Filling Station",Southern Automobiles Limited,Anywhere in Bangladesh,Bachelor of Science (BSc),FullTime,Office,1,Negotiable,2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1525890
Full Stack Developer,Express (for Node.js); Git and Github; JavaScript; Next.js; Node and TypeScript; PostgreSQL; React.jsVue Js; REST API; TypeScript; React.js; Node.js; Express.js,"At least 1 year The applicants should have experience in the following business area(s): Business-to-Business (B2B) Software and Services Startup, Developer, IT Enabled Service, Software Company Freshers are also encouraged to apply.",Offshore Staffing Solution,Dhaka (Savar),Diploma in Computer HSC A Level,FullTime,Office,1,Negotiable,2026-08-25,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525846
Outbound Outreach Officer,Artificial intelligence (AI); Data Collection; Data processing; Direct Selling; Market Research Firms; SEO and Digital Marketing; Artificial Intelligence Usage; Copywriting; Data analysis; Lead Generation; CRM Management; Email campaign,"At least 1 year The applicants should have experience in the following business area(s): Advertising Agency, Advertising Technology (AdTech) Startup, Artificial Intelligence (AI) Startup, Business-to-Business (B2B) Software and Services Startup, Direct Selling/Marketing Service Company, IT Enabled Service, Market Research Firms Freshers are also encouraged to apply.",Originate Marketing,Dhaka (Shewrapara),"Bachelor of Science (BSc) in Computer Science, Computer Science & Engineering, Information Technology, Computing & Information System",FullTime,Office,3,Tk. 16000 - 20000 (Monthly),2026-08-25,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525601
Digital Marketing Executive,Adobe Photoshop; Canva; Content writing; Facebook marketing; Google Ads; Graphic Design; Lead Generation; Market Research; MS Office; Social Media Management; Digital Marketing (Social Media Marketing),"2 to 5 years The applicants should have experience in the following business area(s): Architecture Firm, Interior Design, Advertising Agency, Developer",Re or De,Dhaka,Bachelor of Science (BSc) in Computer Science Diploma in Computer,FullTime,,2,Tk. 20000 - 25000 (Monthly),2026-08-25,2026-09-24,bdjobs.com,https://bdjobs.com/h/details/1525874
Executive-MIS,Business Analysis; Data Visualization; Quality Management; Data analysis; Quality Management System; Reporting and Documentation,"At least 5 years The applicants should have experience in the following business area(s): Garments, Group of Companies, Textile",Blue Planet Group,Gazipur,Bachelor of Science (Pass) in Statistics,FullTime,Office,1,Tk. 30000 - 50000 (Monthly),2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525804
Engineer- Regional Operations,Field Operation; Network Engineering; Fiber splicing; Telecommunication; Troubleshooting; Fiber optic network management,"1 to 2 years The applicants should have experience in the following business area(s): ISP, Telecommunication Freshers are also encouraged to apply.",Fiber @ Home Ltd.,"Chattogram, Gazipur, Mymensingh","Bachelor of Science (BSc) in Electrical & Electronic Engineering, Electronics and Telecommunication Engineering, Communication Engineering, Computer Science & Engineering",FullTime,Office,3,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525796
Executive - IT,IT Asset Management; Stakeholder Relationship; Technical Support; IT Services; Software Troubleshooting; CyberSecurity,"1 to 3 years The applicants should have experience in the following business area(s): Advertising Technology (AdTech) Startup, BPO/ Data Entry Firm, E-commerce Startup, Healthcare Startup, IT Enabled Service, Software Company",SEBPO,Dhaka,"Bachelor of Science (BSc) in Computer Science, Electrical & Electronic Engineering, Telecommunication, Information Technology",FullTime,Office,3,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525769
Business Analyst / Business Development Specialist,Business Analysis; Technical Documentation; Stakeholder Management,2 to 6 years The applicants should have experience in the following business area(s): Software Company Freshers are also encouraged to apply.,Mysoftheaven (BD) Ltd.,Dhaka (Shewrapara),"Bachelor of Science (BSc) in Computer Science, Electrical & Electronic Engineering Bachelor of Business Administration (BBA) in Business Studies",FullTime,Office,3,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525576
IT Executive,Hardware Troubleshooting; Hardware; Software Troubleshooting; Network Administration; Network Monitoring,"1 to 3 years The applicants should have experience in the following business area(s): University, College, School Freshers are also encouraged to apply.",Cambrian Education Group,Dhaka (Uttara Sector 9),"Bachelor of Computer Application (BCA) Bachelor’s degree in Computer Science, Computer Science & Engineering (CSE), Information Technology (IT), or a related field from a recognized university.",FullTime,Office,1,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525497
UI UX Designer,UI; UX Design; HTML5 & CSS3; visual designer,4 to 5 years,Betopia Group,Dhaka (Mohakhali),"Bachelor’s Degree in design, Human-Computer Interaction, Information Architecture, or a related discipline.",FullTime,Office,3,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525472
Technical Lead,TypeScript; JavaScript; Software Architect; RESTful API; GraphQL,5 to 7 years,Betopia Group,Dhaka (Mohakhali),"Bachelor’s Degree in computer science, Software Engineering, Information Technology, or a related technical field.",FullTime,Office,2,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525455
"Assistant Engineer / Engineer, Customer Support",FTTX technology; Networking and communication; Router configuration; Technical Troubleshooting; Troubleshooting; Customer Relationship; NOC,At most 3 years The applicants should have experience in the following business area(s): ISP Freshers are also encouraged to apply.,Triangle Services Limited,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Electronics and Telecommunication Engineering, Electrical & Electronic Engineering Any of the following would be an advantage: Cisco CCNA, ",FullTime,Office,1,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525377
AI Engineer,Deep learning; Generative AI; JavaScript; Machine Learning; Python; SaaS; TypeScript,"At least 3 years The applicants should have experience in the following business area(s): Software Company, IT Enabled Service, Artificial Intelligence (AI) Startup",BYSL Global Technology Group,Dhaka (Gulshan),,FullTime,,1,--,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525412
System Analyst (SA),System Analyst; System Architecture; Cloud Computing,4 to 5 years,Betopia Group,Dhaka (Mohakhali),"Bachelor’s degree in computer science, Software Engineering, Information Technology, or a related technical discipline.",FullTime,Office,2,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525450
Technical Project Manager,APIs; Artificial intelligence (AI); Automation; Project Management; SaaS; Software Development,"At least 8 years The applicants should have experience in the following business area(s): Software Company, IT Enabled Service",BYSL Global Technology Group,Dhaka (Gulshan),BSC in Computer Science (also Certified Project Manager or similar certification will be a strong plus).,FullTime,,1,--,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525415
Senior Software Architect,ERP Systems; GraphQL; JavaScript; JavaScript framework; RESTful API; System Architecture; UML,"At least 5 years The applicants should have experience in the following business area(s): Software Company, IT Enabled Service",BYSL Global Technology Group,Dhaka (Gulshan),Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in Computer Science / Computer Engineering,FullTime,,1,--,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525420
Quality Assurance (QA),RESTful API; Quality Control; Software QA,4 to 5 years,Betopia Group,Dhaka (Mohakhali),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in computer science, Software Engineering, Information Technology, or a related discipline.",FullTime,Office,1,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525443
IT Manager,Installation; Erection; ERP software; Networking,At least 5 years,InnStar Ltd,Dhaka,Bachelor of Computer Application (BCA),FullTime,Office,1,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525413
Mobile Application Developer,Mobile Application Design; Software Testing,4 to 5 years,Betopia Group,Dhaka (Mohakhali),"Bachelor of Science (BSc) in Computer Science Bachelor of Science (BSc) in Information Technology Bachelor's degree in computer science, Software Engineering, Information Technology, or related techni",FullTime,Office,4,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525404
Frontend Developer - React/Next,Angular; Frontend Development (Web); Next.js; React; React.js; Restful Web API,4 to 5 years,Betopia Group,Dhaka (Mohakhali),"Bachelor of Science (BSc) in Computer Science Bachelor’s degree in computer science, Software Engineering, Information Technology, or a related field.",FullTime,Office,2,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525390
DevOps Engineer,Cloud Security; Amazon Web Services; docker; Microsoft Azure; DevOps,4 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service,Betopia Group,Dhaka (Mohakhali),"Bachelor of Science (BSc) in Computer Science Bachelor’s degree in computer science, Software Engineering, Information Technology, or a related technical discipline.",FullTime,Office,2,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525388
Business Analyst,Data analysis; Gap Analysis; Stakeholder Management; Data Visualization,4 to 5 years The applicants should have experience in the following business area(s): Group of Companies,Betopia Group,Dhaka (Mohakhali),"Bachelor of Business Administration (BBA) Bachelor of Business Studies (BBS) Bachelor’s degree in business administration, Computer Science, Information Systems, or a related field.",FullTime,Office,3,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525384
Backend Developer - Laravel,Backend Development; Laravel; PHP; RESTful APIs; MySQL; Technical Troubleshooting,5 to 6 years The applicants should have experience in the following business area(s): IT Enabled Service,Betopia Group,Dhaka (Mohakhali),"Bachelor of Science (BSc) in Computer Science Bachelor’s degree in Computer Science, Software Engineering, Information Technology, or a related field.",FullTime,Office,2,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525376
Executive/Sr. Executive - Automation,Automation; ERP Systems; Software Development; ERP Implementation; Business Process Development; Technical Support,"4 to 6 years The applicants should have experience in the following business area(s): Garments, Group of Companies, Textile",Blue Planet Group,Gazipur,Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,4,Negotiable,2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1525517
Executive – Sales & Marketing (IT Solution),Sales & Marketing; Technical Sales; IT Marketing,"1 to 2 years The applicants should have experience in the following business area(s): Computer Hardware/Network Companies, Group of Companies, IT Enabled Service, Multinational Companies, Telecommunication",GLOBAL INFORMATICS LTD.,Anywhere in Bangladesh,"Bachelor of Science (BSc) in Computer Science & Engineering, Computing & Information System Bachelor of Business Administration (BBA) in Business Administration Bachelor of Business Studies (BBS) in B",FullTime,Office,2,Tk. 15000 - 25000 (Monthly),2026-08-24,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1497882
Technical Team Lead - Backend Engineering (Node.js),ChatGPT; JavaScript; Next.js; Node.js; PostgreSQL,At least 7 years The applicants should have experience in the following business area(s): IT Enabled Service,Technovicinity Limited,Dhaka (Kalabagan),Bachelor of Science (BSc) in Computer Science & Engineering B.Sc. in Computer Science & Engineering or a related discipline.,FullTime,,1,--,2026-08-03,2026-10-07,bdjobs.com,https://bdjobs.com/h/details/1517387
Business Analyst (Technology Consulting & Software Solutions),ChatGPT; CRM; ERP Software; HRM; SaaS,2 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service,Technovicinity Limited,Dhaka (Kalabagan),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor`s Degree in Computer Science & Engineering (CSE), Software Engineering, Information Technology, or a related discipline.",FullTime,Office,1,Negotiable,2026-08-03,2026-10-07,bdjobs.com,https://bdjobs.com/h/details/1517374
Senior Full Stack Developer (Remote),Woocommerce; RESTful APIs; AngularJS,At least 5 years The applicants should have experience in the following business area(s): Software Company,US-Based AgTech Software Company,Anywhere in Bangladesh,,Contract,Home,1,--,2026-07-22,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1513029
